lat,lng,icon,popup
139.94975,35.80149,img/toilet.png,しょうぶ公園　簡易トイレ
139.9459134,35.80144464,img/toilet.png,こでまり公園　簡易トイレ
139.9528324,35.80218496,img/toilet.png,あべりあ公園　簡易トイレ
139.9553181,35.8033986,img/toilet.png,ふよう公園　簡易トイレ
139.9581047,35.80162668,img/toilet.png,はなみずき公園　簡易トイレ
139.9622054,35.80083782,img/toilet.png,くぬぎ公園　簡易トイレ
139.96265,35.79828,img/toilet.png,やまぶき公園　簡易トイレ
