lat,lng,icon,popup
139.94975,35.80149,img/brue.png,しょうぶ公園
139.9459134,35.80144464,img/brue.png,こでまり公園
139.9528324,35.80218496,img/brue.png,あべりあ公園
139.9553181,35.8033986,img/brue.png,ふよう公園
139.9581047,35.80162668,img/brue.png,はなみずき公園
139.9622054,35.80083782,img/pink.png,くぬぎ公園
139.96265,35.79828,img/pink.png,やまぶき公園
